"id","fqdn/ip","port","severity","finding","cve","cwe"
"FREAK","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","www.avectaubira.fr/51.158.73.110","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=DDD09BA1268A90043EBE21DCBCB3520A4D961241060E53F5F20CC9945B6AD471","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.avectaubira.fr/51.158.73.110","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.avectaubira.fr/51.158.73.110","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_442","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_500","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES256-SHA","",""
"clientsimulation-android_60","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_74_win10","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_71_win10","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","www.avectaubira.fr/51.158.73.110","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","www.avectaubira.fr/51.158.73.110","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","www.avectaubira.fr/51.158.73.110","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES256-SHA384","",""
"clientsimulation-ie_11_win81","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES256-SHA384","",""
"clientsimulation-ie_11_winphone81","www.avectaubira.fr/51.158.73.110","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
